Source,CH1,CH2
Time,Volt,Volt
-0.00140000000,-2.32000,-0.44000
-0.00139980000,-2.32000,-0.44000
-0.00139960000,-2.32000,-0.44000
-0.00139940000,-2.32000,-0.44000
-0.00139920000,-2.32000,-0.44000
-0.00139900000,-2.32000,-0.44000
-0.00139880000,-2.32000,-0.44000
-0.00139860000,-2.32000,-0.44000
-0.00139840000,-2.32000,-0.44000
-0.00139820000,-2.32000,-0.44000
-0.00139800000,-2.32000,-0.44000
-0.00139780000,-2.32000,-0.44000
-0.00139760000,-2.32000,-0.44000
-0.00139740000,-2.32000,-0.44000
-0.00139720000,-2.32000,-0.44000
-0.00139700000,-2.32000,-0.44000
-0.00139680000,-2.28000,-0.44000
-0.00139660000,-2.28000,-0.44000
-0.00139640000,-2.28000,-0.44000
-0.00139620000,-2.32000,-0.44000
-0.00139600000,-2.32000,-0.44000
-0.00139580000,-2.28000,-0.44000
-0.00139560000,-2.28000,-0.44000
-0.00139540000,-2.28000,-0.44000
-0.00139520000,-2.28000,-0.44000
-0.00139500000,-2.32000,-0.44000
-0.00139480000,-2.28000,-0.44000
-0.00139460000,-2.28000,-0.44000
-0.00139440000,-2.28000,-0.44000
-0.00139420000,-2.28000,-0.44000
-0.00139400000,-2.28000,-0.44000
-0.00139380000,-2.28000,-0.44000
-0.00139360000,-2.28000,-0.44000
-0.00139340000,-2.28000,-0.44000
-0.00139320000,-2.28000,-0.44000
-0.00139300000,-2.28000,-0.44000
-0.00139280000,-2.28000,-0.40000
-0.00139260000,-2.28000,-0.44000
-0.00139240000,-2.28000,-0.44000
-0.00139220000,-2.28000,-0.40000
-0.00139200000,-2.28000,-0.44000
-0.00139180000,-2.28000,-0.44000
-0.00139160000,-2.28000,-0.44000
-0.00139140000,-2.28000,-0.44000
-0.00139120000,-2.28000,-0.44000
-0.00139100000,-2.28000,-0.40000
-0.00139080000,-2.28000,-0.44000
-0.00139060000,-2.28000,-0.40000
-0.00139040000,-2.28000,-0.40000
-0.00139020000,-2.28000,-0.40000
-0.00139000000,-2.28000,-0.40000
-0.00138980000,-2.28000,-0.40000
-0.00138960000,-2.28000,-0.40000
-0.00138940000,-2.28000,-0.40000
-0.00138920000,-2.28000,-0.40000
-0.00138900000,-2.28000,-0.40000
-0.00138880000,-2.28000,-0.40000
-0.00138860000,-2.28000,-0.40000
-0.00138840000,-2.28000,-0.40000
-0.00138820000,-2.28000,-0.40000
-0.00138800000,-2.24000,-0.40000
-0.00138780000,-2.28000,-0.44000
-0.00138760000,-2.28000,-0.40000
-0.00138740000,-2.28000,-0.40000
-0.00138720000,-2.24000,-0.40000
-0.00138700000,-2.24000,-0.40000
-0.00138680000,-2.24000,-0.40000
-0.00138660000,-2.28000,-0.40000
-0.00138640000,-2.24000,-0.40000
-0.00138620000,-2.24000,-0.40000
-0.00138600000,-2.28000,-0.40000
-0.00138580000,-2.28000,-0.40000
-0.00138560000,-2.24000,-0.40000
-0.00138540000,-2.28000,-0.40000
-0.00138520000,-2.24000,-0.40000
-0.00138500000,-2.24000,-0.40000
-0.00138480000,-2.24000,-0.40000
-0.00138460000,-2.24000,-0.40000
-0.00138440000,-2.24000,-0.40000
-0.00138420000,-2.24000,-0.40000
-0.00138400000,-2.24000,-0.40000
-0.00138380000,-2.24000,-0.40000
-0.00138360000,-2.24000,-0.40000
-0.00138340000,-2.24000,-0.40000
-0.00138320000,-2.24000,-0.40000
-0.00138300000,-2.24000,-0.40000
-0.00138280000,-2.24000,-0.40000
-0.00138260000,-2.24000,-0.40000
-0.00138240000,-2.24000,-0.40000
-0.00138220000,-2.24000,-0.40000
-0.00138200000,-2.24000,-0.40000
-0.00138180000,-2.24000,-0.40000
-0.00138160000,-2.24000,-0.36000
-0.00138140000,-2.24000,-0.40000
-0.00138120000,-2.24000,-0.36000
-0.00138100000,-2.24000,-0.40000
-0.00138080000,-2.24000,-0.36000
-0.00138060000,-2.24000,-0.40000
-0.00138040000,-2.24000,-0.40000
-0.00138020000,-2.24000,-0.40000
-0.00138000000,-2.20000,-0.40000
-0.00137980000,-2.24000,-0.40000
-0.00137960000,-2.24000,-0.36000
-0.00137940000,-2.24000,-0.36000
-0.00137920000,-2.20000,-0.40000
-0.00137900000,-2.24000,-0.36000
-0.00137880000,-2.24000,-0.36000
-0.00137860000,-2.20000,-0.36000
-0.00137840000,-2.24000,-0.36000
-0.00137820000,-2.24000,-0.40000
-0.00137800000,-2.20000,-0.40000
-0.00137780000,-2.24000,-0.36000
